fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
1473,12/01/2024,2,208.2,Very Unhealthy,129.5,211.7,49.5,11.7,4.53,51.1,20.7,22.8,15.7,128,40,293,2,473,1,,
2460,25/09/2023,3,48.7,Good,38.1,66.3,14.4,2,1.21,43.2,26.4,57.5,11.7,34,10,74,1,120,0,,
4173,03/06/2025,4,68.7,Moderate,39.6,66.1,8.2,5.9,1.54,21.3,33,76.7,6.9,29,9,71,1,110,0,,
4077,27/02/2025,4,155.5,Unhealthy,101.5,153.2,29.1,17.5,3.9,64.6,24.6,38.8,7.9,60,19,136,1,224,1,,
1453,23/12/2023,2,212.9,Very Unhealthy,137.8,255.5,49.5,19.9,3.62,71.1,21.2,29.1,12.2,133,41,301,3,479,1,,
2716,07/06/2024,3,26.9,Good,24.9,40.8,4.9,4.4,0.55,23.5,36,86.3,5.4,30,9,74,1,111,0,,
3311,23/01/2023,4,151.7,Unhealthy,94.2,161.7,29.7,8.7,1.94,26.6,21.7,19.7,7.3,59,18,132,1,206,1,,
2693,15/05/2024,3,49,Good,32,49.7,6.1,4.6,0.95,26.8,29.3,64.5,5.7,33,10,75,1,122,0,,
2768,29/07/2024,3,34,Good,20.1,36.4,11.4,2.1,0.68,45.1,29,88.8,8.2,23,8,57,0,96,0,,
1758,23/10/2024,2,127.8,Unhealthy for Sensitive Groups,73.5,116.6,29.6,16.7,2.12,65.3,23.8,46.4,9.9,96,29,212,2,339,0,,
219,07/08/2023,1,97.3,Moderate,,104.2,21.1,9.8,1.58,60.8,30.4,80.9,4.3,119,37,278,2,444,0,,
240,28/08/2023,1,100.8,Unhealthy for Sensitive Groups,67,126,26.9,7.9,2.38,44.8,30.9,70.3,18.4,108,33,247,2,397,0,,
1132,05/02/2023,2,201,Very Unhealthy,132.1,226.2,38.3,21.7,4.67,58,19.3,40.3,12.4,155,47,350,3,553,1,,
4205,05/07/2025,4,25.1,Good,28.8,52,7.3,4.1,0.81,16.8,36.3,89.3,10.6,30,8,60,1,94,0,,
3798,24/05/2024,4,70.4,Moderate,38.1,63.5,13.2,5.7,1.18,34.2,37.6,73.4,7.4,32,9,75,1,113,0,,
3265,08/12/2025,3,104.9,Unhealthy for Sensitive Groups,65.7,108.9,22.9,4.6,2.74,62.1,17.3,29.1,13.7,45,14,107,1,165,0,,
2841,10/10/2024,3,71,Moderate,39.3,66.9,10.2,7.7,1.1,56.8,24.9,55.7,11.4,37,11,85,1,133,0,,
2240,17/02/2023,3,124.3,Unhealthy for Sensitive Groups,69.1,106.4,27.5,13.2,2.67,58.5,19.2,35.9,10.3,55,17,124,1,203,0,,
2382,09/07/2023,3,54.3,Moderate,25,38,2.7,1,0.78,34.7,30.3,65.5,7.6,24,8,65,0,102,0,,
1254,07/06/2023,2,61.5,Moderate,41.1,71,17.1,7,1.31,40.5,37.2,68.7,13.3,58,17,130,1,218,0,,
1054,19/11/2025,1,362.6, Hazardous,219.9,344.8,55.1,21.5,7.08,47.8,18.5,,7.8,254,78,572,5,909,1,,
3011,29/03/2025,3,94.5,Moderate,54,84.3,24.4,3.6,0.83,39.9,23.4,40.9,10.4,48,15,107,1,173,0,,
1669,26/07/2024,2,51.2,Moderate,37.1,68.5,11.6,4.7,1.28,66.4,36.8,85.4,5.5,44,14,104,1,165,0,,
4061,11/02/2025,4,149.7,Unhealthy for Sensitive Groups,91.4,166.3,23.8,7.2,2.49,54.8,19.4,27.6,11.9,59,17,139,1,207,0,,
3075,01/06/2025,3,35,Good,26,45.3,7.1,3.7,0.61,34.5,34.3,76.4,11.6,32,9,68,1,114,0,,
4216,16/07/2025,4,43.1,Good,28.3,50.6,12.4,1.2,1.23,38.6,36.6,81.7,3.5,24,7,54,0,91,0,,
1358,19/09/2023,2,89,Moderate,52.7,86.8,26.7,5.8,1.84,35.6,30.3,51.2,6.2,72,21,168,1,264,0,,
776,14/02/2025,1,306.6,Hazardous,196.4,300.3,74.3,18,5.29,81.8,19.6,43.1,8.9,324,100,727,,1164,1,,
2631,14/03/2024,3,105.2,Unhealthy for Sensitive Groups,60.5,98.9,24.7,3.1,1.68,54.2,22.6,47.4,10.1,53,16,119,1,191,0,,
2833,02/10/2024,3,60,Moderate,39.8,70.3,15,7.9,0.88,49.4,23.8,65.3,5.4,36,10,83,1,132,0,,
625,16/09/2024,1,163.7,Unhealthy,98.3,153,37.5,10.3,3.25,49.7,28.6,69.6,14.8,163,49,370,3,599,1,,
840,19/04/2025,1,202.1,Very Unhealthy,123.8,233.7,33,19.2,4.3,56.7,27.6,,12.9,217,67,494,4,785,1,,
628,19/09/2024,1,174.5,Unhealthy,110.4,206.3,44.5,18.5,4.15,49.5,29.3,62.3,9.8,178,54,399,3,630,1,,
3568,07/10/2023,4,103.4,Unhealthy for Sensitive Groups,58.8,96.3,31.5,9,1.47,37,25.8,56.7,9.7,37,12,92,1,146,0,,
324,20/11/2023,1,298.9,Very Unhealthy,171.6,263.6,62.2,24.3,6.51,63.8,17.8,34.7,7.6,279,87,627,6,1005,1,,
2344,01/06/2023,3,21,Good,24.9,44.2,9.4,6.1,0.43,43.7,32.4,75.6,10.5,30,8,66,1,98,0,,
1656,13/07/2024,2,65.1,Moderate,38.7,70.2,10.1,5.7,1.18,45.9,32.9,81.9,10.5,49,14,107,1,168,0,,
1868,10/02/2025,2,156.7,unhealthy,107.9,171.2,34.5,17.1,3.99,55.1,20.6,25.8,7.1,110,34,248,2,400,1,,
1161,06/03/2023,2,151.8,Unhealthy,91.6,148.2,31.9,15.3,1.96,77.8,21.2,32.8,7.1,114,35,261,2,420,1,,
2827,26/09/2024,3,82.7,Moderate,41.3,68.7,17.4,5.6,1.78,42.4,23.5,46.4,1.7,34,10,77,1,127,0,,
1077,12/12/2025,1,377.9,Hazardous,224.2,350.3,88.6,33,5.82,86,17.3,28.8,7.4,274,84,616,5,983,1,,
2988,06/03/2025,3,88.1,Moderate,56.8,93.3,20.7,5.8,2.67,46,21.7,36.7,10.7,58,16,125,1,205,0,,
438,13/03/2024,1,228.3,Very Unhealthy,143.5,243.7,55.9,24.7,5.12,46.4,20.7,44.5,8.6,296,90,661,6,1056,1,,
120,30/04/2023,1,165.2,Unhealthy,100.2,154.6,41.9,14.5,2.79,58.8,30.4,67.8,7.2,188,59,431,4,685,1,,
1879,21/02/2025,2,203.1,Very Unhealthy,125.3,197.2,40.7,19.4,3.71,73.3,19.1,28.7,11.9,122,38,274,2,442,1,,
3942,15/10/2024,4,88.9,Moderate,54.2,84.2,12.1,8.7,2.2,33.5,24.1,59.1,8.9,42,12,89,1,139,0,,
4164,25/05/2025,4,70.8,Moderate,35.2,63.5,16.3,3.3,0.91,42.8,31.4,71.1,8.2,33,10,76,1,117,0,,
1815,19/12/2024,2,171.2,Unhealthy,117.5,220.8,38.6,18.6,3.11,43.6,16.4,32.4,10.1,132,40,298,3,476,1,,
3414,06/05/2023,4,79.5,Moderate,47.6,76.6,14.2,3.3,1.05,53.2,31.1,62.6,9.4,35,11,77,1,132,0,,
1840,13/01/2025,2,190.8,Unhealthy,122.8,185.5,38.4,16.9,3.51,60.3,21.1,25.1,15.4,137,42,311,3,493,1,,
1027,23/10/2025,1,175.7,Unhealthy,112.6,187.5,34.5,13,3.25,60.5,21.8,56.2,17.5,249,77,566,5,893,1,,
3302,14/01/2023,4,167.1,Unhealthy,93.2,145.6,30.3,11.5,2.98,62.3,18.1,30.9,13.7,62,20,143,1,238,1,,
3968,10/11/2024,4,118.4,Unhealthy for Sensitive Groups,77.7,132.2,23.3,10.4,2.09,47.2,20,35.6,13.4,53,16,123,1,193,0,,
3429,21/05/2023,4,69.5,Moderate,43.5,76.7,19.8,8.6,1.81,47.1,34.1,68.5,7.3,34,10,72,1,113,0,,
77,18/03/2023,1,224.2,Very Unhealthy,141.7,227.3,50.1,22.3,3.65,55.8,23.3,47.6,12,265,81,592,5,944,1,,
3102,28/06/2025,3,41.7,Good,,35.2,5.8,2.7,0.56,35.9,31.1,76.7,9.6,24,7,58,0,95,0,,
901,19/06/2025,1,96.9,Moderate,70.4,115.3,33.3,12.7,3.02,61.8,35,80.8,12.7,124,37,281,2,453,0,,
3784,10/05/2024,4,74.4,Moderate,48.4,77.8,22.2,5.7,1.75,54.3,32.7,67.8,5.8,30,10,70,1,121,0,,
372,07/01/2024,1,341.6,Hazardous,214.5,358.2,95.4,27,5.85,51.9,17.2,27.7,11.6,316,97,704,6,1130,1,,
1205,19/04/2023,2,159.5,Unhealthy,87.8,152.4,36.5,11.1,2.5,27.9,30.4,53.6,9.7,88,26,196,2,317,1,,
4070,20/02/2025,4,182.3,Unhealthy,,177.5,21.7,10.3,2.51,51.5,19,34.8,3,49,16,111,1,179,1,,
942,30/07/2025,1,112.1,Unhealthy for Sensitive Groups,67.4,124.2,22.8,11.6,2.06,38.1,32.5,74.3,10,129,39,297,3,465,0,,
2626,09/03/2024,3,102.9,Unhealthy for Sensitive Groups,64.5,101.5,22.8,8.6,2.12,41.7,25.4,47.1,11.2,44,14,102,,162,0,,
2868,06/11/2024,3,81,Moderate,55.7,85.8,9.9,8.4,2.18,27.5,20.5,31.6,9.6,49,15,112,1,176,0,,
553,06/07/2024,1,92.1,Moderate,59.3,91.8,16.1,8.3,1.7,46.1,30.2,84.3,13.3,121,36,276,2,442,0,,
407,11/02/2024,1,289.8,Very Unhealthy,181.6,331.7,66.5,16.4,6.61,70.5,20.8,30.2,4.2,294,90,661,6,1048,1,,
2118,18/10/2025,2,133.3,Unhealthy for Sensitive Groups,80.5,142.1,29.1,11.2,1.91,62.3,25.5,53.3,9.8,96,31,220,,,0,,
3632,10/12/2023,4,142.1,Unhealthy for Sensitive Groups,90,148.1,31.4,16,2.01,52.1,18.9,35.9,9.5,53,16,121,1,196,0,,
4186,16/06/2025,4,56.6,Moderate,37.6,59.4,11.9,5.3,1.12,29,36.6,80.5,16.6,28,8,62,,102,0,,
1614,01/06/2024,2,87.4,Moderate,45.1,73.7,11.2,2.8,0.97,41.7,33.7,80.6,3.7,71,22,164,1,254,0,,
2935,12/01/2025,3,92.2,Moderate,69.1,122.8,30.9,14,2.07,57.2,15.8,25.6,6.4,59,18,131,1,208,0,,
969,26/08/2025,1,140.4,Unhealthy for Sensitive Groups,84.4,151.9,34.6,10.6,2.93,58.6,28.8,71.4,8.6,125,37,288,2,457,0,,
3299,11/01/2023,4,178.7,Unhealthy,115,184.8,41.7,24.2,3.69,39.3,19.8,22.4,15.2,55,17,123,1,197,1,,
2834,03/10/2024,3,61.9,Moderate,41.8,79.3,15.4,5.6,1.87,33.6,18.8,65.4,8.8,38,10,87,1,136,0,,
4150,11/05/2025,4,91,Moderate,55,99.8,23.6,7.5,1.6,52.9,31.9,78.9,7.9,39,11,84,1,133,0,,
3384,06/04/2023,4,119.2,Unhealthy for Sensitive Groups,74.9,121.1,27.8,11.5,1.98,69.8,25.1,57.1,10,46,14,99,1,159,0,,
4195,25/06/2025,4,59,Moderate,31.5,51.1,10.7,6.1,0.49,53.2,34,91.6,3.9,23,7,56,1,86,0,,
2350,07/06/2023,3,41.1,Good,29.6,55.1,5.3,5.3,1.21,30.3,33.1,77.2,13.3,31,8,70,1,107,0,,
1747,12/10/2024,2,132.4,Unhealthy for Sensitive Groups,74,112.2,22.7,13.8,2.1,44.1,27.5,66.1,9.3,78,23,175,2,280,0,,
690,20/11/2024,1,280.8,Very Unhealthy,162.5,275.7,72,13.4,4.4,54.5,21.2,42.4,15.5,295,91,665,,1063,1,,
2861,30/10/2024,3,91.9,Moderate,58.5,101.9,23.8,4.9,2.12,49.8,17.4,43.1,6.7,42,13,98,1,156,0,,
3110,06/07/2025,3,31.1,Good,22.5,36.6,9.1,1.1,0.54,39,31.7,,9.9,27,8,63,1,101,0,,
3426,18/05/2023,4,94.5,Moderate,47.4,84.3,18.4,7.8,1.65,44,33.3,73.7,6.2,31,11,77,1,127,0,,
4295,03/10/2025,4,107.7,Unhealthy for Sensitive Groups,62.2,95.2,19.1,5.3,1.95,45.3,23.5,,14.6,35,11,83,1,126,0,,
1739,04/10/2024,2,122.7,Unhealthy for Sensitive Groups,68.4,108.3,26,8.2,2.17,62.3,26.3,64.9,4.1,84,25,192,1,303,0,,
237,25/08/2023,1,84.6,moderate,53.8,84.8,19.8,7,2,45.1,29.2,61.9,7.8,139,42,316,3,511,0,,
121,01/05/2023,1,161.6,Unhealthy,,141,23.6,8.5,2.78,48.9,32.7,61.5,15.3,184,57,414,4,665,1,,
1987,09/06/2025,2,66.3, Moderate,43.1,67.2,11.9,6.4,1.23,34.8,36.5,73.8,14.9,56,17,128,1,209,0,,
3802,28/05/2024,4,72.3,Moderate,46.1,81.9,10.8,4.6,1.27,55.3,34.3,81.9,14.9,30,9,65,0,119,0,,
3164,29/08/2025,3,49.7,Good,29.7,53.5,8,2.1,0.54,36.3,26.2,81.9,10.8,26,8,59,0,97,0,,
2843,12/10/2024,3,68.2,Moderate,43.2,76.5,20.1,7.8,1.46,47.3,16.7,47.2,13,40,12,92,1,150,0,,
500,14/05/2024,1,123.5,Unhealthy for Sensitive Groups,78.6,145,16.8,13.4,2.38,46.1,29.4,65.2,11.5,143,44,325,3,527,0,,
823,02/04/2025,1,209,very unhealthy,131.4,244.7,49.5,19.7,4.1,49.8,29.2,48.3,14.4,230,69,515,5,823,1,,
3626,04/12/2023,4,155.6,Unhealthy,98.4,178.1,26.6,14.2,3.71,41.3,18.4,45.8,9.5,53,16,119,1,195,1,,
3128,24/07/2025,3,10.3,Good,20.3,34.8,4.5,2.3,0.85,59.4,31.9,78.7,11.4,25,6,53,1,91,0,,
3375,28/03/2023,4,111.4,Unhealthy for Sensitive Groups,78,119.3,37.4,8.6,1.84,48.3,27.3,54.9,9.7,48,14,111,1,179,0,,
795,05/03/2025,1,239.7,very unhealthy,146.5,240.4,50.1,13.6,4.59,77.3,20.9,36.1,4.7,263,81,599,5,957,1,,
3359,12/03/2023,4,160,Unhealthy,95.5,174.7,41.5,8.4,2.33,47.6,22.2,38.3,7.8,50,15,113,1,178,1,,
2665,17/04/2024,3,243.1,Very Unhealthy,148.8,246.9,61,22.5,5.38,50.9,27,60.9,13.9,138,42,311,3,491,1,,
3292,04/01/2023,4,164.8,Unhealthy,104,177.4,48,16,3.84,47.1,18.8,37,10.4,59,18,140,1,222,1,,
568,21/07/2024,1,98.2,Moderate,53.4,95.5,23,4.5,1.9,41.7,34,86,7,122,37,276,2,441,0,,
2983,01/03/2025,3,86.3,Moderate,57.6,109.2,19.7,8.5,1.58,52.9,19.4,34.6,11.5,46,14,107,1,166,0,,
2436,01/09/2023,3,48.1,Good,25.6,39.5,3.9,3.2,1,27.2,27.3,76.2,16.8,30,8,68,1,105,0,,
3377,30/03/2023,4,119,Unhealthy for Sensitive Groups,75,127.8,28.1,8.7,2.78,40.3,27.5,,2.9,51,15,118,1,182,0,,
391,26/01/2024,1,225.2,Very Unhealthy,145.6,269.8,64.4,9.7,5.4,56.5,18.5,33.4,9.5,328,101,733,6,1170,1,,
744,13/01/2025,1,252.1,Very Unhealthy,163.5,297.5,63,25.7,4.74,64.8,18.1,22.6,7.2,358,110,797,7,1277,1,,
2401,28/07/2023,3,42.3,Good,21.5,36.7,8.3,1.8,0.64,28.1,32.4,87.2,10.4,27,8,59,0,98,0,,
1218,02/05/2023,2,106.4,Unhealthy for Sensitive Groups,65.5,115,27.7,6,1.52,44.1,29.5,58.4,6.1,90,27,205,2,323,0,,
236,24/08/2023,1,108.4,Unhealthy for Sensitive Groups,63.4,98.7,26.3,7.6,2.31,59.6,30.8,,13.5,131,39,294,3,474,0,,
332,28/11/2023,1,285.5,Very Unhealthy,177.6,289.2,47.2,20,6.22,82.5,16.1,36.6,10.1,243,75,552,5,885,1,,
3767,23/04/2024,4,100.1,Unhealthy for Sensitive Groups,62.5,107,29.3,10.8,2.44,57.4,30.8,52.9,11,42,13,92,1,148,0,,
481,25/04/2024,1,188.3,Unhealthy,115.8,209.4,34.8,17.4,4.15,69.5,32.4,62.7,12.6,184,56,415,4,662,1,,
2043,04/08/2025,2,66,Moderate,38.6,68.1,11.3,3.8,0.99,42.4,34,67.1,10.8,49,15,115,1,195,0,,
2616,28/02/2024,3,117.6,Unhealthy for Sensitive Groups,77.3,132.7,30.8,8.5,1.27,42,22.4,34.6,7.4,64,19,137,1,228,0,,
3189,23/09/2025,3,66,Moderate,36.5,62.4,7.8,6.3,0.87,54.5,28.2,64.8,13.3,33,11,78,1,127,0,,
3681,28/01/2024,4,175.5,Unhealthy,116.3,182.8,33.5,19.6,3.41,63.3,21.2,35.5,15.1,70,21,159,1,249,1,,
1678,04/08/2024,2,51.4,Moderate,40.5,63.2,19.5,5.1,1.85,19.5,32.3,73.3,12.7,49,15,117,1,182,0,,
45,14/02/2023,1,269.8,Very Unhealthy,174,293.3,70.6,29.6,4.71,62.2,17.1,36.5,6.4,300,93,670,6,,1,,
4349,26/11/2025,4,158,Unhealthy,95,155.3,31,11.3,2.06,64.4,16.9,37.2,11,46,13,104,1,167,1,,
3830,25/06/2024,4,43,good,29.3,48,4.3,4,0.59,30.7,35.6,84.4,15.6,24,8,59,0,93,0,,
4118,09/04/2025,4,115.3,Unhealthy for Sensitive Groups,74.4,130.5,19.3,13.6,2.42,35.9,27.3,63.2,11.5,50,15,110,1,172,0,,
4165,26/05/2025,4,79.4,Moderate,45.7,77.9,14.9,5.8,1.57,43.1,30.9,74.6,12,35,10,81,1,129,0,,
3437,29/05/2023,4,65.1,Moderate,45,80,12.5,2.6,1.32,65,34.1,74.4,,30,9,70,1,118,0,,
2539,13/12/2023,3,96.7,Moderate,61.6,100.9,17.2,11.9,2.15,44.3,14.7,21.7,12.1,51,16,117,1,187,0,,
3073,30/05/2025,3,46,Good,26.5,42.3,12.9,3.6,0.78,38.1,31.8,70.6,13.5,31,10,66,0,111,0,,
3135,31/07/2025,3,28.7,Good,20.4,31.9,2.7,0.8,0.15,69.9,31.4,75.4,18,24,7,59,0,97,0,,
3816,11/06/2024,4,41.6,Good,25.8,40.1,12.6,1.6,0.86,51.9,37.3,70,14.6,25,8,61,0,97,0,,
1273,26/06/2023,2,36.8,Good,35.1,66.1,5.4,2.7,1.01,60.4,34.7,74.7,12.8,56,17,126,1,199,0,,
3526,26/08/2023,4,68,Moderate,37.3,65.8,15.3,2.1,1.54,22.1,30.1,71.3,9.8,29,9,69,1,106,0,,
927,15/07/2025,1,86.6,Moderate,58.9,91.4,14.7,6.2,2.27,53.2,32.6,79.9,8.2,114,34,258,2,416,0,,
2564,07/01/2024,3,116.9,Unhealthy for Sensitive Groups,79.2,150.1,38.6,8,1.57,47.6,17.8,23.7,11.6,68,21,149,1,247,0,,
1595,13/05/2024,2,96.3,Moderate,64.1,114.6,21.4,9.7,1.65,41.8,37,64.6,10.5,80,25,188,2,296,0,,
224,12/08/2023,1,95.4,Moderate,54,81.5,16.6,5.2,1.48,28.5,29.7,84,10.3,114,35,265,,419,0,,
767,05/02/2025,1,307.4,Hazardous,198.6,303.1,77.2,34,6.94,73.2,15,22.4,9.7,343,105,764,7,1225,1,,
614,05/09/2024,1,139.7,Unhealthy for Sensitive Groups,86.5,151.7,25.5,6.4,2.76,28.5,28.9,67.5,7.9,135,41,307,3,492,0,,
2892,30/11/2024,3,130.4,Unhealthy for Sensitive Groups,77.4,134.8,33.4,9.6,1.58,49.5,16.9,45.9,13.1,38,11,93,,142,0,,
1246,30/05/2023,2,65.5,Moderate,41,64.2,13.3,12.2,1.7,46.5,32.3,63.6,11.6,61,18,131,1,224,0,,
3674,21/01/2024,4,191.5,Unhealthy,112.1,173.1,30.8,18.7,3.59,47.4,19.7,32.4,11.7,64,19,141,1,225,1,,
1541,20/03/2024,2,162.2,Unhealthy,102.4,183.6,25.2,17.4,3.44,56,26,46.4,13.3,91,28,210,2,345,1,,
3538,07/09/2023,4,75.4,Moderate,48.9,79.6,15.7,6,2.01,41.1,30.5,66,8.3,31,9,64,1,108,0,,
53,22/02/2023,1,227.7,Very Unhealthy,143,224.5,48.2,22.2,3.64,64.9,18.4,30.2,15.2,281,86,633,6,1016,1,,
530,13/06/2024,1,121.3,Unhealthy for Sensitive Groups,77.6,136.2,27.5,7.1,2.39,7.1,30.7,74.8,6.9,148,44,334,3,529,0,,
2534,08/12/2023,3,127.7,Unhealthy for Sensitive Groups,78,144.6,27.6,10.2,3.1,63.1,20.1,34.2,4.1,48,14,111,1,175,0,,
1900,14/03/2025,2,166.6,Unhealthy,99.9,163.2,39.2,9.7,2.49,48.9,26,45.6,6.9,128,39,292,2,465,1,,
403,07/02/2024,1,317.6, Hazardous,200.9,306.9,53.7,33,8.04,63.4,17.7,37.6,12.8,285,88,645,6,1027,1,,
819,29/03/2025,1,256.7,Very Unhealthy,157.5,296.3,55.2,13.2,3.72,81.8,26,41.4,12.3,268,83,604,5,970,1,,
3459,20/06/2023,4,56.2, Moderate,35.5,61.1,6.6,3.1,1.4,18.3,33.3,77.5,4.5,23,7,59,0,96,0,,
156,05/06/2023,1,118.2,Unhealthy for Sensitive Groups,81.5,133.1,18.4,16.6,2.43,33.4,35.2,78,9.6,117,36,266,2,430,0,,
3415,07/05/2023,4,74.8,Moderate,54.1,86.8,19.9,9.2,1.45,39,32,,10.1,36,11,82,1,125,0,,
2649,01/04/2024,3,88,Moderate,48.6,86.3,18,3.3,1.08,43.6,24.9,37.3,7.6,45,14,108,1,169,0,,
4340,17/11/2025,4,136.7,Unhealthy for Sensitive Groups,88.8,161.1,21.2,10.9,3.44,50.2,21.3,52.3,13.8,47,14,105,1,175,0,,
249,06/09/2023,1,157.3,Unhealthy,101,168.9,28,15.1,3.47,42.9,28.5,65.8,9.9,128,39,287,2,460,1,,
762,31/01/2025,1,331,Hazardous,211.4,318.8,76.1,18,4.24,65.9,15.4,31.7,0.5,346,106,770,,1231,1,,
1895,09/03/2025,2,182.1,Unhealthy,115.9,188.9,30.3,8.8,2.96,44.8,26.5,50.2,12.2,118,35,261,2,413,1,,
3928,01/10/2024,4,86.1,Moderate,57.3,93.7,20.5,11.6,1.96,45.5,26.5,64.9,4.7,35,10,79,1,129,0,,
2030,22/07/2025,2,44.7,Good,29.3,53.4,14.7,3.2,0.71,28.5,35.4,,6.1,48,15,121,1,184,0,,
3514,14/08/2023,4,44.9,Good,33.1,53.4,10.9,4.6,0.72,41.4,34.1,81,13.5,26,8,60,0,94,0,,
2637,20/03/2024,3,88.4,Moderate,57.5,99.4,15.9,10.7,2.01,48.5,20.6,47.2,20,48,14,104,1,167,0,,
1131,04/02/2023,2,208,Very Unhealthy,123.7,200.1,35.3,10.9,3.95,62.1,18.2,50.4,16.2,129,40,293,3,475,1,,
543,26/06/2024,1,99.8,moderate,62,112.4,16,6.2,1.82,44.7,31.2,80.2,9.3,115,34,264,2,413,0,,
794,04/03/2025,1,288.7,Very Unhealthy,186.3,282.8,74.5,17.4,6.28,65.9,18.9,41.6,12,278,86,625,5,1002,1,,
1726,21/09/2024,2,106.1,Unhealthy for Sensitive Groups,74.3,122,16.1,8.5,1.72,36.4,33.4,61.4,14.3,71,22,162,1,258,0,,
3190,24/09/2025,3,48.1,Good,34.1,53,12.5,4.1,1.03,33.6,25.7,,11.5,34,10,81,1,122,0,,
4086,08/03/2025,4,136.8,Unhealthy for Sensitive Groups,93.4,140.1,29.5,10.5,3.87,79.9,22.5,40.6,12,52,16,122,1,185,0,,
629,20/09/2024,1,129.3,Unhealthy for Sensitive Groups,88,143.8,34.9,10.1,2.57,49.4,26,50,8.2,162,49,366,3,588,0,,
2199,07/01/2023,3,132.5,Unhealthy for Sensitive Groups,85.1,158.1,30.3,10,2.45,48.4,14.9,28.6,11.2,55,18,123,1,202,0,,
4212,12/07/2025,4,38.7,Good,33.4,52.2,9.8,5.8,1.23,12.3,37.1,86.4,12.6,24,7,58,0,91,0,,
2340,28/05/2023,3,71.1,Moderate,38.6,72.1,8.3,4.6,1.12,37.2,29.7,79.7,11.6,31,9,74,1,116,0,,
3612,20/11/2023,4,125.3,Unhealthy for Sensitive Groups,78.9,131,22,11.7,2.02,52.9,22,39.3,9.6,55,16,125,,187,0,,
2430,26/08/2023,3,55.1,Moderate,,51.4,13,3.8,0.96,31.3,30.2,66.1,11.2,27,8,69,1,108,0,,
4323,31/10/2025,4,126.3,Unhealthy for Sensitive Groups,76.7,145.4,25.5,9.4,2.27,71,24,29.3,9.3,48,15,110,1,175,0,,
2735,26/06/2024,3,41,Good,21.8,33,8.3,4.2,0.34,39.7,29.1,,14.4,27,8,58,0,96,0,,
1368,29/09/2023,2,103.4,Unhealthy for Sensitive Groups,68.7,118.4,27,11.4,1.7,48,25.8,65.9,8.1,79,24,182,2,290,0,,
3273,16/12/2025,3,113.2,Unhealthy for Sensitive Groups,75.9,130.5,27.5,14.1,2.81,53.3,11.7,44.3,7.3,51,17,118,1,184,0,,
1621,08/06/2024,2,66.3,Moderate,42.4,69,16.5,5,0.97,38.7,37.5,78.2,13.4,60,18,137,1,215,0,,
2946,23/01/2025,3,95.5,Moderate,66.6,125.1,18.6,12,1.99,52.3,18.5,32.6,3.1,48,14,109,1,181,0,,
1452,22/12/2023,2,169.1,Unhealthy,105.6,182.5,43.7,10.3,3.51,65.2,20,30.8,11.7,126,38,285,2,456,1,,
2903,11/12/2024,3,103.8,Unhealthy for Sensitive Groups,71,132.8,23.3,6.1,1.37,34.3,13.7,41.7,8.6,50,15,118,1,181,0,,
1072,07/12/2025,1,264.2,very unhealthy,172.5,271.6,41.2,15.8,5.08,61.9,21.3,32.4,11.3,352,109,794,7,1268,1,,
555,08/07/2024,1,89.5,Moderate,56.8,96.6,19.2,10.1,2.39,18,33.9,89.6,8,118,36,269,2,430,0,,
1829,02/01/2025,2,166.3, Unhealthy,104.4,187.1,45.4,18.1,2.91,60.7,18.7,17.5,14.1,129,40,295,3,459,1,,
827,06/04/2025,1,221.9,Very Unhealthy,144.4,265.6,58.1,22,4.98,69.2,26,52.7,13.7,201,62,456,4,733,1,,
1640,27/06/2024,2,57.9,Moderate,36,57.1,20.6,3,1.33,49.4,36,69,7.3,59,19,140,1,217,0,,
3865,30/07/2024,4,53.2,Moderate,36.6,69.5,17.3,4.5,0.58,35.9,34.5,91.6,10.2,25,7,48,0,86,0,,
3842,07/07/2024,4,48.7,Good,31.8,52.1,6,3.6,0.52,54,35.3,83.8,0.5,26,8,57,0,,0,,
1985,07/06/2025,2,57.5,Moderate,43.1,72,14.8,8.1,1.56,31,35.4,68.5,6.3,64,19,143,1,229,0,,
2914,22/12/2024,3,93,Moderate,66.3,105.6,24.6,6,2.32,31,17.5,31.7,13.6,48,15,108,1,170,0,,
1838,11/01/2025,2,225,Very Unhealthy,133.2,203.9,46.2,10,4.68,69.4,21.1,16.7,10.4,137,42,306,3,487,1,,
3792,18/05/2024,4,80.9,Moderate,51.1,86.9,18.4,6.3,1.33,27,33.3,66.2,13.3,36,11,85,1,129,0,,
3578,17/10/2023,4,75.1,Moderate,53.8,98.9,12.1,4.5,2.59,39.4,23.8,48.6,14.4,38,10,86,1,132,0,,
2940,17/01/2025,3,86,Moderate,61.2,110.7,26.4,2.9,2.32,42.1,15.8,14.7,10,58,18,127,1,213,0,,
3421,13/05/2023,4,68.4,Moderate,48.3,74.5,13.5,8.4,1.52,37.5,33.2,73.7,10.4,36,10,78,1,128,0,,
3997,09/12/2024,4,151.4,Unhealthy,94.4,177.7,22.7,13,2.9,57.6,16.6,32.1,12.4,46,15,102,1,166,1,,
